context,chair(downsampling rate),chair(frame rate),table(downsampling rate),table(frame rate),fridge(downsampling rate),fridge(frame rate),bag(downsampling rate),bag(frame rate),bulletin_board(downsampling rate),bulletin_board(frame rate),bag_2(downsampling rate),bag_2(frame rate),laptop(downsampling rate),laptop(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),plastic_container(downsampling rate),plastic_container(frame rate),shelf(downsampling rate),shelf(frame rate),score
2.0,76.0,9.0,91.0,3.0,23.0,1.0,94.0,1.0,70.0,7.0,13.0,3.0,56.0,6.0,9.0,9.0,18.0,1.0,8.0,5.0,48.0,4.0,223.25281869999998
2.0,14.0,1.0,68.0,3.0,40.0,4.0,61.0,6.0,94.0,5.0,41.0,7.0,2.0,4.0,65.0,7.0,53.0,7.0,36.0,9.0,19.0,10.0,271.9759163
1.0,45.0,4.0,89.0,7.0,51.0,10.0,81.0,5.0,24.0,9.0,70.0,6.0,84.0,3.0,79.0,5.0,17.0,4.0,51.0,2.0,79.0,7.0,288.7721643
1.0,48.0,2.0,37.0,2.0,54.0,10.0,77.0,10.0,83.0,1.0,93.0,2.0,72.0,9.0,45.0,6.0,89.0,5.0,21.0,2.0,6.0,8.0,253.87208809999998
2.0,95.0,7.0,58.0,4.0,68.0,4.0,65.0,9.0,64.0,9.0,21.0,6.0,1.0,1.0,82.0,5.0,64.0,7.0,30.0,6.0,92.0,6.0,289.5922217
1.0,82.0,6.0,90.0,8.0,37.0,5.0,22.0,10.0,46.0,5.0,38.0,3.0,36.0,2.0,9.0,3.0,95.0,10.0,88.0,5.0,67.0,8.0,237.96857129999995
1.0,58.0,6.0,67.0,4.0,23.0,3.0,100.0,2.0,88.0,10.0,41.0,5.0,90.0,9.0,68.0,5.0,49.0,9.0,86.0,2.0,62.0,8.0,286.52022220000003
1.0,95.0,8.0,25.0,8.0,27.0,9.0,12.0,8.0,7.0,9.0,86.0,3.0,48.0,6.0,27.0,9.0,94.0,3.0,53.0,8.0,45.0,1.0,237.2958579
2.0,57.0,9.0,31.0,10.0,86.0,9.0,45.0,3.0,79.0,5.0,36.0,9.0,96.0,5.0,35.0,7.0,94.0,4.0,25.0,7.0,60.0,8.0,269.6312165
2.0,54.0,2.0,34.0,1.0,6.0,8.0,40.0,6.0,74.0,6.0,97.0,4.0,1.0,2.0,5.0,2.0,2.0,6.0,51.0,10.0,59.0,2.0,193.84118469999996
1.0,28.0,4.0,50.0,2.0,84.0,5.0,15.0,2.0,60.0,1.0,27.0,2.0,98.0,1.0,97.0,6.0,62.0,3.0,80.0,1.0,96.0,1.0,293.3904185
1.0,69.0,7.0,28.0,6.0,26.0,3.0,14.0,4.0,60.0,4.0,48.0,1.0,37.0,1.0,47.0,2.0,29.0,3.0,68.0,9.0,66.0,10.0,236.8827476
1.0,8.0,5.0,29.0,3.0,5.0,9.0,46.0,9.0,77.0,3.0,35.0,5.0,32.0,3.0,36.0,5.0,87.0,4.0,13.0,4.0,11.0,4.0,195.6313577
1.0,89.0,9.0,99.0,3.0,42.0,8.0,41.0,8.0,89.0,6.0,98.0,4.0,60.0,6.0,78.0,7.0,90.0,4.0,10.0,8.0,39.0,5.0,292.8115947
1.0,53.0,10.0,36.0,3.0,10.0,7.0,45.0,1.0,94.0,10.0,80.0,2.0,97.0,7.0,86.0,3.0,29.0,3.0,76.0,1.0,11.0,7.0,265.0463176
2.0,38.0,5.0,78.0,5.0,51.0,2.0,74.0,1.0,5.0,5.0,34.0,2.0,8.0,2.0,15.0,7.0,51.0,10.0,7.0,1.0,38.0,6.0,257.8780412
2.0,62.0,5.0,92.0,8.0,12.0,3.0,24.0,1.0,4.0,2.0,30.0,2.0,81.0,10.0,94.0,2.0,87.0,2.0,21.0,3.0,78.0,2.0,263.18908500000003
1.0,6.0,8.0,32.0,7.0,22.0,10.0,100.0,6.0,39.0,8.0,99.0,6.0,55.0,1.0,3.0,5.0,28.0,3.0,35.0,9.0,64.0,10.0,190.32002090000003
2.0,73.0,2.0,77.0,8.0,41.0,4.0,28.0,8.0,80.0,10.0,5.0,7.0,15.0,10.0,98.0,6.0,23.0,8.0,3.0,7.0,29.0,3.0,281.68927579999996
1.0,16.0,2.0,80.0,4.0,60.0,5.0,94.0,6.0,22.0,4.0,58.0,9.0,95.0,10.0,78.0,1.0,27.0,10.0,80.0,2.0,76.0,8.0,251.15036969999997
2.0,88.0,9.0,16.0,2.0,35.0,6.0,59.0,5.0,83.0,2.0,50.0,7.0,59.0,10.0,62.0,5.0,3.0,2.0,23.0,4.0,35.0,8.0,254.857966
1.0,89.0,6.0,100.0,2.0,36.0,8.0,51.0,7.0,5.0,8.0,51.0,3.0,85.0,5.0,77.0,2.0,59.0,6.0,82.0,6.0,74.0,4.0,268.3147383
1.0,31.0,2.0,70.0,6.0,78.0,3.0,45.0,10.0,70.0,8.0,14.0,6.0,16.0,10.0,12.0,8.0,33.0,2.0,56.0,9.0,73.0,6.0,220.5575999
1.0,50.0,2.0,10.0,2.0,46.0,5.0,30.0,8.0,52.0,8.0,3.0,1.0,23.0,7.0,65.0,6.0,18.0,4.0,44.0,9.0,35.0,7.0,254.038457
1.0,56.0,4.0,68.0,8.0,57.0,4.0,17.0,8.0,49.0,4.0,29.0,9.0,93.0,8.0,43.0,5.0,13.0,2.0,100.0,9.0,46.0,1.0,264.9182979
1.0,10.0,5.0,69.0,6.0,25.0,6.0,23.0,9.0,31.0,8.0,53.0,7.0,28.0,5.0,84.0,1.0,80.0,2.0,68.0,5.0,76.0,9.0,218.34044509999995
2.0,81.0,2.0,92.0,10.0,80.0,9.0,98.0,2.0,73.0,10.0,18.0,2.0,69.0,5.0,19.0,3.0,49.0,6.0,24.0,10.0,12.0,9.0,256.70488230000007
2.0,19.0,5.0,28.0,4.0,57.0,1.0,21.0,7.0,9.0,7.0,48.0,2.0,100.0,8.0,33.0,5.0,2.0,7.0,42.0,4.0,85.0,9.0,227.72376350000002
1.0,84.0,10.0,33.0,5.0,56.0,10.0,23.0,2.0,55.0,8.0,40.0,3.0,44.0,2.0,96.0,7.0,4.0,8.0,11.0,9.0,51.0,10.0,282.00580180000003
2.0,22.0,8.0,46.0,2.0,46.0,8.0,99.0,2.0,50.0,8.0,44.0,5.0,88.0,1.0,83.0,9.0,86.0,4.0,11.0,1.0,61.0,10.0,297.5303637
1.0,20.0,4.0,53.0,7.0,64.0,9.0,96.0,2.0,4.0,4.0,12.0,4.0,65.0,2.0,47.0,2.0,56.0,7.0,68.0,7.0,36.0,3.0,239.21962899999997
2.0,16.0,7.0,88.0,2.0,68.0,3.0,47.0,4.0,99.0,3.0,94.0,10.0,48.0,7.0,2.0,6.0,49.0,9.0,2.0,8.0,83.0,6.0,252.7403674
2.0,54.0,5.0,90.0,9.0,88.0,4.0,34.0,5.0,60.0,1.0,96.0,2.0,94.0,10.0,57.0,6.0,22.0,2.0,90.0,2.0,76.0,8.0,279.39050879999996
2.0,50.0,5.0,57.0,9.0,68.0,1.0,8.0,6.0,93.0,2.0,86.0,7.0,48.0,2.0,20.0,2.0,17.0,10.0,7.0,2.0,47.0,8.0,234.6561734
2.0,72.0,9.0,36.0,3.0,23.0,8.0,30.0,5.0,37.0,9.0,23.0,3.0,100.0,1.0,82.0,9.0,25.0,10.0,92.0,2.0,81.0,7.0,318.42054579999996
2.0,89.0,9.0,86.0,1.0,89.0,6.0,76.0,4.0,41.0,5.0,91.0,7.0,13.0,7.0,70.0,3.0,60.0,1.0,13.0,4.0,52.0,7.0,259.37852230000004
2.0,96.0,6.0,48.0,8.0,10.0,2.0,91.0,5.0,42.0,8.0,91.0,1.0,74.0,4.0,97.0,7.0,57.0,5.0,10.0,7.0,12.0,5.0,305.5596552
2.0,95.0,10.0,17.0,1.0,84.0,4.0,54.0,3.0,12.0,2.0,82.0,4.0,89.0,7.0,87.0,10.0,42.0,10.0,19.0,5.0,55.0,3.0,337.6531851
2.0,5.0,8.0,21.0,8.0,48.0,1.0,3.0,5.0,68.0,5.0,48.0,4.0,79.0,7.0,80.0,2.0,74.0,4.0,18.0,10.0,1.0,9.0,185.2657058
2.0,30.0,10.0,94.0,3.0,89.0,10.0,28.0,10.0,8.0,9.0,54.0,2.0,94.0,6.0,91.0,6.0,28.0,6.0,41.0,9.0,87.0,3.0,301.1692772
1.0,56.0,2.0,76.0,5.0,38.0,1.0,82.0,8.0,18.0,7.0,45.0,8.0,30.0,1.0,75.0,1.0,8.0,7.0,79.0,2.0,42.0,10.0,238.7399601
2.0,30.0,5.0,88.0,5.0,47.0,7.0,52.0,1.0,44.0,1.0,1.0,2.0,83.0,6.0,100.0,9.0,16.0,3.0,89.0,5.0,77.0,3.0,295.4991571
1.0,40.0,10.0,94.0,8.0,58.0,2.0,50.0,3.0,7.0,3.0,68.0,4.0,87.0,8.0,10.0,1.0,63.0,2.0,6.0,10.0,99.0,4.0,227.20968929999995
1.0,38.0,2.0,28.0,4.0,97.0,3.0,98.0,2.0,27.0,8.0,51.0,7.0,81.0,6.0,77.0,1.0,34.0,2.0,84.0,1.0,24.0,6.0,240.9801703
2.0,57.0,9.0,23.0,10.0,33.0,3.0,99.0,8.0,79.0,6.0,23.0,1.0,1.0,8.0,58.0,7.0,31.0,4.0,92.0,4.0,13.0,6.0,251.0691478
2.0,5.0,9.0,52.0,9.0,88.0,10.0,91.0,8.0,1.0,10.0,64.0,4.0,53.0,3.0,5.0,3.0,64.0,3.0,98.0,4.0,90.0,9.0,181.03016060000002
2.0,50.0,5.0,3.0,6.0,38.0,3.0,5.0,7.0,32.0,9.0,87.0,3.0,49.0,7.0,96.0,6.0,18.0,7.0,25.0,5.0,30.0,4.0,256.70302239999995
1.0,47.0,2.0,69.0,9.0,17.0,9.0,47.0,2.0,28.0,8.0,45.0,4.0,17.0,6.0,23.0,10.0,23.0,8.0,98.0,8.0,62.0,9.0,238.77533920000002
1.0,27.0,9.0,12.0,9.0,19.0,2.0,95.0,9.0,78.0,1.0,40.0,2.0,74.0,1.0,100.0,3.0,38.0,5.0,46.0,6.0,41.0,9.0,260.7243445
2.0,89.0,2.0,17.0,2.0,13.0,8.0,22.0,8.0,33.0,4.0,45.0,4.0,14.0,5.0,67.0,9.0,45.0,3.0,93.0,3.0,74.0,5.0,269.3899653
2.0,37.0,5.0,11.0,3.0,26.0,1.0,88.0,4.0,31.0,7.0,90.0,8.0,83.0,3.0,72.0,7.0,40.0,10.0,30.0,1.0,76.0,5.0,308.10300859999995
2.0,31.0,7.0,30.0,1.0,12.0,10.0,65.0,7.0,17.0,2.0,10.0,8.0,18.0,1.0,32.0,7.0,12.0,10.0,85.0,3.0,47.0,1.0,241.7156975
2.0,84.0,7.0,50.0,6.0,7.0,6.0,49.0,6.0,15.0,9.0,65.0,7.0,32.0,7.0,8.0,2.0,47.0,4.0,13.0,8.0,41.0,2.0,224.5432005
2.0,22.0,7.0,28.0,6.0,66.0,9.0,49.0,5.0,11.0,4.0,39.0,4.0,47.0,6.0,16.0,7.0,73.0,1.0,91.0,1.0,75.0,2.0,224.8807591
1.0,24.0,3.0,76.0,10.0,59.0,9.0,51.0,6.0,45.0,10.0,41.0,3.0,57.0,2.0,18.0,6.0,14.0,3.0,15.0,9.0,57.0,6.0,235.14681080000003
1.0,95.0,1.0,59.0,4.0,91.0,2.0,27.0,10.0,84.0,1.0,36.0,10.0,11.0,7.0,96.0,3.0,66.0,7.0,33.0,9.0,67.0,7.0,264.9338028
1.0,19.0,6.0,97.0,1.0,70.0,1.0,75.0,10.0,68.0,9.0,76.0,7.0,8.0,1.0,23.0,3.0,17.0,6.0,70.0,3.0,49.0,10.0,209.1398165
1.0,10.0,2.0,10.0,5.0,77.0,3.0,92.0,2.0,25.0,5.0,68.0,3.0,99.0,6.0,35.0,8.0,72.0,7.0,54.0,9.0,67.0,10.0,227.616194
2.0,28.0,7.0,53.0,4.0,5.0,2.0,72.0,9.0,46.0,7.0,92.0,8.0,61.0,3.0,30.0,4.0,10.0,4.0,79.0,4.0,48.0,2.0,231.4765604
2.0,3.0,10.0,85.0,2.0,48.0,5.0,11.0,6.0,9.0,5.0,68.0,6.0,82.0,5.0,70.0,10.0,98.0,10.0,85.0,7.0,64.0,6.0,298.17248060000003
1.0,2.0,9.0,33.0,1.0,83.0,3.0,39.0,6.0,22.0,7.0,67.0,6.0,17.0,10.0,52.0,4.0,19.0,2.0,98.0,10.0,34.0,7.0,182.7419628
1.0,31.0,5.0,73.0,6.0,16.0,1.0,72.0,10.0,1.0,6.0,23.0,10.0,61.0,7.0,41.0,7.0,95.0,9.0,86.0,7.0,15.0,9.0,247.56377839999996
1.0,96.0,5.0,34.0,9.0,61.0,8.0,67.0,5.0,35.0,3.0,13.0,7.0,14.0,6.0,20.0,8.0,86.0,1.0,36.0,3.0,79.0,2.0,224.71063059999994
1.0,91.0,1.0,22.0,2.0,80.0,7.0,39.0,4.0,57.0,6.0,93.0,7.0,32.0,10.0,29.0,10.0,98.0,2.0,68.0,4.0,2.0,10.0,227.73475629999996
1.0,90.0,10.0,80.0,5.0,74.0,9.0,85.0,1.0,71.0,5.0,76.0,2.0,72.0,5.0,21.0,2.0,58.0,2.0,66.0,10.0,21.0,4.0,238.4788072
1.0,58.0,8.0,70.0,8.0,84.0,1.0,86.0,7.0,62.0,3.0,75.0,4.0,69.0,10.0,28.0,5.0,25.0,8.0,26.0,9.0,93.0,2.0,251.76635219999997
2.0,83.0,6.0,53.0,4.0,7.0,7.0,47.0,10.0,9.0,7.0,27.0,9.0,39.0,9.0,26.0,2.0,43.0,8.0,100.0,9.0,67.0,3.0,251.48423259999998
1.0,61.0,2.0,83.0,3.0,88.0,5.0,95.0,6.0,30.0,4.0,69.0,5.0,57.0,4.0,53.0,10.0,3.0,8.0,31.0,5.0,30.0,2.0,280.96059139999994
1.0,10.0,2.0,68.0,2.0,33.0,10.0,87.0,4.0,34.0,4.0,13.0,9.0,7.0,7.0,53.0,10.0,70.0,9.0,62.0,10.0,67.0,4.0,233.1542035
1.0,83.0,8.0,4.0,2.0,79.0,8.0,31.0,6.0,9.0,2.0,17.0,3.0,7.0,8.0,75.0,9.0,13.0,8.0,93.0,5.0,83.0,3.0,229.0967968
1.0,99.0,1.0,39.0,3.0,83.0,10.0,16.0,2.0,15.0,5.0,20.0,6.0,91.0,6.0,2.0,3.0,97.0,1.0,29.0,4.0,96.0,3.0,254.96956280000003
2.0,15.0,1.0,97.0,1.0,51.0,9.0,86.0,10.0,18.0,2.0,35.0,9.0,74.0,9.0,67.0,9.0,84.0,3.0,66.0,2.0,66.0,4.0,286.2191321
2.0,93.0,1.0,59.0,3.0,36.0,2.0,58.0,6.0,45.0,9.0,20.0,1.0,64.0,4.0,15.0,5.0,56.0,2.0,66.0,10.0,21.0,7.0,239.26284560000002
2.0,60.0,6.0,53.0,7.0,52.0,6.0,54.0,7.0,62.0,3.0,94.0,7.0,51.0,4.0,33.0,4.0,3.0,4.0,16.0,9.0,65.0,7.0,236.03932029999999
2.0,23.0,10.0,84.0,3.0,69.0,8.0,47.0,7.0,60.0,3.0,97.0,9.0,26.0,7.0,28.0,3.0,73.0,6.0,51.0,3.0,62.0,7.0,263.0383605
2.0,32.0,10.0,23.0,4.0,89.0,1.0,84.0,5.0,99.0,5.0,15.0,10.0,30.0,5.0,86.0,1.0,31.0,6.0,46.0,4.0,89.0,5.0,251.21928040000003
2.0,76.0,4.0,87.0,1.0,17.0,4.0,87.0,9.0,13.0,6.0,100.0,5.0,82.0,6.0,61.0,5.0,37.0,4.0,99.0,6.0,64.0,2.0,287.7668621
1.0,85.0,4.0,41.0,6.0,78.0,10.0,4.0,9.0,23.0,5.0,28.0,7.0,96.0,7.0,5.0,9.0,94.0,5.0,55.0,8.0,15.0,10.0,233.27294199999997
2.0,63.0,4.0,15.0,10.0,35.0,7.0,47.0,2.0,76.0,6.0,36.0,5.0,28.0,3.0,76.0,10.0,90.0,4.0,54.0,8.0,77.0,8.0,302.75467510000004
1.0,71.0,7.0,74.0,1.0,95.0,4.0,12.0,8.0,71.0,2.0,66.0,10.0,40.0,3.0,35.0,10.0,27.0,5.0,68.0,5.0,30.0,3.0,260.9716567
1.0,33.0,7.0,26.0,8.0,75.0,4.0,87.0,10.0,60.0,9.0,9.0,7.0,93.0,9.0,14.0,1.0,34.0,9.0,72.0,6.0,52.0,4.0,226.4953521
2.0,10.0,9.0,16.0,3.0,86.0,5.0,95.0,9.0,9.0,6.0,100.0,1.0,60.0,5.0,50.0,3.0,59.0,5.0,4.0,6.0,91.0,10.0,233.0135731
2.0,39.0,10.0,1.0,6.0,94.0,8.0,62.0,5.0,89.0,1.0,55.0,2.0,32.0,8.0,9.0,8.0,65.0,5.0,10.0,1.0,39.0,4.0,217.12530589999997
2.0,44.0,2.0,71.0,3.0,84.0,9.0,59.0,3.0,48.0,6.0,15.0,10.0,79.0,4.0,34.0,8.0,21.0,1.0,21.0,3.0,78.0,8.0,249.924533
1.0,80.0,1.0,88.0,1.0,71.0,2.0,84.0,8.0,19.0,1.0,55.0,5.0,27.0,1.0,40.0,8.0,12.0,10.0,59.0,1.0,13.0,3.0,256.152212
2.0,37.0,5.0,39.0,7.0,42.0,1.0,16.0,9.0,99.0,7.0,97.0,7.0,91.0,3.0,71.0,4.0,15.0,2.0,57.0,3.0,94.0,10.0,269.4071008
2.0,2.0,9.0,27.0,3.0,70.0,9.0,39.0,8.0,32.0,6.0,95.0,3.0,92.0,6.0,79.0,7.0,52.0,1.0,43.0,1.0,8.0,4.0,207.4400659
1.0,99.0,8.0,6.0,10.0,60.0,10.0,40.0,1.0,18.0,5.0,75.0,1.0,12.0,6.0,17.0,5.0,46.0,9.0,10.0,10.0,94.0,2.0,201.0372332
1.0,43.0,6.0,70.0,10.0,23.0,1.0,37.0,9.0,35.0,8.0,40.0,8.0,71.0,5.0,37.0,4.0,93.0,8.0,78.0,10.0,91.0,5.0,258.4383794
1.0,34.0,1.0,48.0,1.0,14.0,7.0,63.0,3.0,12.0,4.0,36.0,4.0,16.0,6.0,9.0,9.0,36.0,5.0,88.0,2.0,76.0,8.0,215.050425
1.0,4.0,5.0,64.0,7.0,80.0,9.0,41.0,9.0,63.0,6.0,52.0,9.0,47.0,7.0,64.0,2.0,81.0,6.0,85.0,10.0,76.0,2.0,198.86813020000002
1.0,6.0,9.0,1.0,7.0,4.0,10.0,60.0,1.0,59.0,6.0,17.0,10.0,48.0,10.0,34.0,5.0,81.0,4.0,60.0,10.0,34.0,10.0,163.8106656
2.0,26.0,3.0,44.0,2.0,57.0,6.0,48.0,9.0,99.0,7.0,55.0,9.0,8.0,4.0,26.0,10.0,95.0,6.0,39.0,1.0,90.0,2.0,262.705962
2.0,29.0,1.0,98.0,6.0,24.0,4.0,36.0,2.0,53.0,6.0,31.0,8.0,68.0,1.0,52.0,2.0,59.0,9.0,37.0,8.0,15.0,3.0,270.5353722
2.0,44.0,4.0,64.0,7.0,62.0,7.0,31.0,6.0,100.0,1.0,55.0,9.0,78.0,8.0,6.0,5.0,86.0,2.0,47.0,8.0,17.0,5.0,242.64585790000004
2.0,26.0,7.0,93.0,9.0,4.0,2.0,85.0,10.0,84.0,10.0,49.0,8.0,34.0,7.0,80.0,4.0,43.0,1.0,54.0,9.0,59.0,8.0,269.12742049999997
1.0,90.0,4.0,17.0,7.0,13.0,3.0,95.0,3.0,14.0,9.0,85.0,7.0,35.0,1.0,6.0,6.0,5.0,2.0,47.0,3.0,85.0,3.0,218.52378919999998
2.0,62.0,7.0,44.0,8.0,37.0,5.0,51.0,5.0,3.0,8.0,12.0,4.0,99.0,10.0,23.0,9.0,52.0,1.0,46.0,3.0,77.0,6.0,233.6534876
2.0,98.0,10.0,9.0,6.0,7.0,10.0,94.0,5.0,22.0,9.0,91.0,1.0,7.0,7.0,88.0,3.0,86.0,6.0,3.0,7.0,37.0,7.0,247.8647035
1.0,44.0,1.0,4.0,2.0,67.0,7.0,16.0,4.0,71.0,6.0,1.0,9.0,29.0,8.0,63.0,9.0,24.0,1.0,56.0,7.0,14.0,7.0,239.6173781
1.0,3.0,9.0,21.0,1.0,74.0,1.0,61.0,10.0,86.0,4.0,1.0,5.0,2.0,2.0,7.0,10.0,46.0,9.0,13.0,5.0,94.0,3.0,127.75250159999999
1.0,56.0,4.0,47.0,1.0,19.0,7.0,35.0,6.0,86.0,7.0,70.0,9.0,40.0,9.0,94.0,2.0,74.0,10.0,7.0,6.0,89.0,3.0,264.4742791
2.0,33.0,3.0,5.0,2.0,20.0,4.0,4.0,9.0,31.0,4.0,20.0,10.0,77.0,6.0,47.0,3.0,30.0,10.0,71.0,5.0,84.0,4.0,257.37170729999997
2.0,3.0,7.0,57.0,3.0,60.0,3.0,20.0,4.0,62.0,4.0,3.0,4.0,1.0,9.0,39.0,8.0,26.0,8.0,16.0,7.0,45.0,2.0,183.2365018
1.0,65.0,3.0,54.0,8.0,67.0,6.0,53.0,8.0,64.0,3.0,70.0,7.0,19.0,5.0,29.0,2.0,30.0,3.0,77.0,10.0,96.0,8.0,226.24010369999996
1.0,66.0,1.0,39.0,8.0,45.0,3.0,5.0,10.0,15.0,1.0,4.0,6.0,95.0,6.0,98.0,6.0,81.0,5.0,82.0,8.0,9.0,3.0,280.3456746
2.0,67.0,4.0,77.0,6.0,32.0,3.0,97.0,9.0,53.0,8.0,77.0,6.0,42.0,3.0,79.0,2.0,54.0,8.0,77.0,1.0,82.0,10.0,289.76846040000004
2.0,42.0,3.0,87.0,4.0,96.0,6.0,20.0,5.0,50.0,10.0,42.0,9.0,29.0,5.0,41.0,8.0,81.0,6.0,33.0,1.0,27.0,4.0,286.30908239999997
1.0,56.0,3.0,27.0,2.0,51.0,1.0,45.0,1.0,12.0,3.0,91.0,1.0,13.0,2.0,55.0,7.0,12.0,1.0,24.0,5.0,81.0,5.0,249.73604569999998
2.0,1.0,8.0,67.0,4.0,92.0,7.0,10.0,4.0,22.0,1.0,80.0,2.0,29.0,6.0,18.0,5.0,96.0,2.0,61.0,1.0,37.0,5.0,176.5220868
2.0,74.0,1.0,1.0,10.0,70.0,2.0,72.0,10.0,69.0,10.0,63.0,8.0,5.0,5.0,2.0,10.0,3.0,5.0,100.0,6.0,79.0,8.0,200.8616176
2.0,65.0,2.0,49.0,5.0,44.0,1.0,69.0,7.0,75.0,1.0,2.0,4.0,74.0,4.0,32.0,1.0,19.0,10.0,63.0,1.0,1.0,7.0,238.7644477
1.0,29.0,7.0,17.0,6.0,49.0,5.0,70.0,3.0,80.0,5.0,49.0,10.0,72.0,10.0,19.0,7.0,58.0,6.0,4.0,8.0,39.0,9.0,228.14437030000002
1.0,18.0,7.0,3.0,3.0,17.0,8.0,84.0,6.0,63.0,5.0,83.0,2.0,64.0,9.0,52.0,6.0,86.0,6.0,36.0,5.0,24.0,1.0,232.23674250000002
2.0,46.0,7.0,10.0,9.0,6.0,1.0,39.0,2.0,33.0,2.0,19.0,4.0,36.0,2.0,40.0,2.0,69.0,9.0,74.0,7.0,96.0,7.0,247.07752269999997
1.0,27.0,1.0,34.0,9.0,26.0,9.0,64.0,8.0,30.0,7.0,30.0,4.0,31.0,5.0,71.0,3.0,91.0,8.0,16.0,8.0,66.0,6.0,256.65738409999994
2.0,88.0,8.0,2.0,1.0,65.0,4.0,9.0,1.0,79.0,5.0,79.0,1.0,11.0,4.0,46.0,5.0,28.0,3.0,22.0,3.0,69.0,9.0,220.31638569999998
1.0,7.0,3.0,96.0,5.0,2.0,1.0,6.0,2.0,25.0,3.0,42.0,1.0,59.0,5.0,96.0,5.0,50.0,7.0,40.0,5.0,16.0,9.0,237.1041755
1.0,22.0,5.0,89.0,7.0,15.0,8.0,11.0,3.0,5.0,4.0,80.0,1.0,30.0,9.0,54.0,9.0,37.0,9.0,22.0,7.0,7.0,10.0,243.040795
1.0,80.0,6.0,92.0,5.0,76.0,6.0,76.0,2.0,86.0,8.0,68.0,8.0,42.0,10.0,53.0,8.0,95.0,3.0,95.0,4.0,72.0,2.0,278.5314979
2.0,23.0,9.0,73.0,8.0,48.0,8.0,81.0,1.0,26.0,3.0,31.0,6.0,79.0,4.0,61.0,3.0,98.0,2.0,90.0,1.0,88.0,10.0,271.4195175
2.0,66.0,2.0,6.0,6.0,42.0,4.0,52.0,1.0,53.0,4.0,90.0,9.0,93.0,5.0,54.0,9.0,33.0,2.0,24.0,1.0,32.0,10.0,247.1108702
1.0,37.0,1.0,73.0,7.0,23.0,3.0,72.0,10.0,71.0,3.0,56.0,6.0,76.0,9.0,6.0,9.0,8.0,2.0,67.0,7.0,95.0,8.0,240.45750510000005
2.0,54.0,6.0,81.0,6.0,51.0,3.0,66.0,8.0,95.0,9.0,15.0,9.0,34.0,8.0,24.0,2.0,9.0,3.0,4.0,3.0,8.0,3.0,202.60504709999998
1.0,89.0,7.0,15.0,4.0,65.0,8.0,23.0,9.0,16.0,7.0,47.0,5.0,68.0,10.0,41.0,2.0,99.0,3.0,65.0,5.0,96.0,4.0,236.4360212
2.0,6.0,6.0,92.0,4.0,63.0,8.0,74.0,9.0,19.0,4.0,13.0,1.0,97.0,3.0,79.0,2.0,68.0,3.0,58.0,3.0,23.0,5.0,223.5058818
2.0,4.0,9.0,100.0,1.0,10.0,7.0,33.0,3.0,79.0,8.0,67.0,10.0,68.0,3.0,77.0,2.0,24.0,3.0,90.0,10.0,23.0,5.0,203.42766640000002
1.0,44.0,7.0,31.0,3.0,67.0,3.0,89.0,10.0,18.0,1.0,92.0,9.0,57.0,9.0,81.0,6.0,33.0,2.0,32.0,3.0,51.0,9.0,279.8640753
2.0,39.0,8.0,95.0,8.0,64.0,8.0,80.0,5.0,95.0,9.0,9.0,3.0,4.0,10.0,64.0,6.0,98.0,3.0,97.0,9.0,69.0,7.0,277.38738490000003
1.0,87.0,1.0,33.0,9.0,58.0,6.0,13.0,7.0,9.0,5.0,94.0,8.0,34.0,8.0,85.0,1.0,45.0,1.0,14.0,1.0,94.0,5.0,235.7242962
2.0,24.0,7.0,2.0,7.0,73.0,4.0,88.0,8.0,25.0,2.0,99.0,5.0,21.0,10.0,79.0,8.0,63.0,7.0,42.0,1.0,85.0,3.0,276.6772541
1.0,8.0,3.0,32.0,7.0,100.0,7.0,50.0,8.0,34.0,7.0,31.0,7.0,37.0,2.0,87.0,1.0,50.0,3.0,41.0,1.0,8.0,4.0,197.82932859999997
2.0,66.0,1.0,74.0,7.0,54.0,5.0,88.0,9.0,86.0,8.0,2.0,4.0,64.0,10.0,49.0,5.0,2.0,5.0,52.0,5.0,98.0,10.0,261.19711279999996
1.0,81.0,10.0,31.0,3.0,2.0,2.0,3.0,5.0,1.0,7.0,62.0,5.0,40.0,7.0,68.0,5.0,90.0,3.0,37.0,3.0,2.0,3.0,229.43348559999998
1.0,52.0,8.0,79.0,2.0,90.0,5.0,79.0,4.0,85.0,10.0,47.0,1.0,42.0,1.0,11.0,8.0,57.0,5.0,99.0,10.0,49.0,9.0,240.77314119999997
1.0,41.0,4.0,64.0,7.0,8.0,3.0,60.0,1.0,96.0,6.0,67.0,3.0,40.0,3.0,40.0,7.0,37.0,9.0,63.0,3.0,17.0,2.0,254.50544449999995
1.0,9.0,6.0,42.0,10.0,61.0,4.0,66.0,9.0,35.0,2.0,39.0,7.0,21.0,2.0,2.0,8.0,6.0,1.0,93.0,2.0,49.0,10.0,214.05254829999998
2.0,23.0,9.0,6.0,9.0,68.0,2.0,16.0,10.0,44.0,6.0,17.0,7.0,92.0,9.0,31.0,10.0,54.0,5.0,71.0,7.0,95.0,5.0,252.5502768
2.0,70.0,5.0,99.0,6.0,46.0,5.0,98.0,5.0,43.0,6.0,87.0,1.0,50.0,10.0,87.0,9.0,97.0,2.0,90.0,8.0,26.0,5.0,302.4769621
