context,computer(downsampling rate),computer(frame rate),computer_2(downsampling rate),computer_2(frame rate),cups(downsampling rate),cups(frame rate),desk(downsampling rate),desk(frame rate),chair(downsampling rate),chair(frame rate),papers(downsampling rate),papers(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
2.0,6.0,4.0,99.0,1.0,41.0,10.0,62.0,7.0,86.0,2.0,57.0,10.0,48.0,2.0,69.0,3.0,194.7958687
1.0,83.0,2.0,59.0,7.0,25.0,4.0,32.0,8.0,94.0,9.0,6.0,8.0,14.0,1.0,3.0,10.0,243.2828719
2.0,13.0,5.0,13.0,1.0,71.0,8.0,97.0,8.0,37.0,3.0,1.0,1.0,47.0,8.0,29.0,1.0,198.5439216
2.0,97.0,9.0,28.0,9.0,7.0,9.0,87.0,4.0,79.0,10.0,78.0,2.0,73.0,4.0,49.0,5.0,242.4718953
1.0,79.0,2.0,24.0,5.0,46.0,6.0,89.0,4.0,7.0,1.0,84.0,3.0,90.0,8.0,17.0,10.0,301.41960939999996
1.0,57.0,8.0,71.0,2.0,39.0,6.0,49.0,6.0,51.0,2.0,39.0,3.0,52.0,4.0,63.0,4.0,285.70091279999997
2.0,60.0,10.0,76.0,9.0,95.0,2.0,84.0,8.0,88.0,3.0,82.0,2.0,55.0,1.0,80.0,4.0,212.72101600000002
1.0,2.0,1.0,14.0,9.0,61.0,3.0,89.0,8.0,8.0,4.0,45.0,6.0,54.0,3.0,23.0,1.0,196.6237659
1.0,64.0,2.0,92.0,8.0,31.0,3.0,31.0,5.0,21.0,1.0,37.0,9.0,63.0,7.0,95.0,8.0,297.10440040000003
1.0,56.0,4.0,9.0,2.0,66.0,4.0,7.0,7.0,33.0,9.0,50.0,10.0,89.0,3.0,5.0,7.0,270.4351565
1.0,25.0,9.0,14.0,1.0,16.0,1.0,61.0,3.0,55.0,4.0,10.0,3.0,73.0,3.0,72.0,3.0,277.41912609999997
1.0,13.0,3.0,25.0,7.0,21.0,5.0,51.0,2.0,37.0,7.0,16.0,2.0,24.0,9.0,57.0,8.0,251.51963989999996
2.0,33.0,3.0,72.0,5.0,49.0,2.0,11.0,2.0,24.0,7.0,85.0,1.0,85.0,9.0,67.0,3.0,237.283987
1.0,53.0,2.0,21.0,6.0,44.0,2.0,89.0,7.0,21.0,4.0,95.0,10.0,1.0,8.0,48.0,1.0,287.32430949999997
2.0,18.0,2.0,12.0,10.0,65.0,7.0,72.0,9.0,29.0,9.0,98.0,7.0,77.0,9.0,94.0,7.0,260.4846242
1.0,19.0,6.0,60.0,1.0,73.0,3.0,7.0,3.0,15.0,5.0,60.0,4.0,1.0,2.0,81.0,5.0,266.0513922
1.0,48.0,9.0,92.0,7.0,11.0,6.0,11.0,1.0,3.0,8.0,38.0,9.0,47.0,2.0,47.0,2.0,223.54234810000003
1.0,65.0,3.0,62.0,4.0,81.0,7.0,78.0,10.0,65.0,4.0,37.0,8.0,47.0,7.0,72.0,10.0,288.7062849
1.0,82.0,9.0,83.0,6.0,97.0,1.0,78.0,3.0,79.0,8.0,46.0,5.0,9.0,4.0,32.0,7.0,261.4362809
1.0,54.0,1.0,63.0,9.0,59.0,9.0,56.0,1.0,26.0,10.0,95.0,9.0,99.0,2.0,70.0,7.0,300.8437959
1.0,56.0,4.0,90.0,9.0,7.0,3.0,77.0,1.0,18.0,4.0,66.0,4.0,17.0,6.0,74.0,2.0,251.8357421
2.0,46.0,3.0,44.0,6.0,22.0,7.0,66.0,3.0,28.0,2.0,77.0,6.0,82.0,10.0,16.0,3.0,249.73793930000005
2.0,91.0,6.0,37.0,5.0,5.0,3.0,56.0,1.0,30.0,4.0,79.0,1.0,68.0,7.0,43.0,1.0,213.5011561
1.0,58.0,6.0,30.0,10.0,92.0,2.0,99.0,7.0,25.0,2.0,87.0,7.0,90.0,8.0,74.0,9.0,324.6968374
1.0,38.0,9.0,99.0,8.0,64.0,10.0,16.0,6.0,57.0,2.0,54.0,6.0,1.0,3.0,3.0,7.0,283.2473348
2.0,81.0,5.0,36.0,3.0,83.0,2.0,76.0,5.0,74.0,9.0,28.0,6.0,88.0,6.0,94.0,10.0,301.28200200000003
2.0,76.0,1.0,63.0,4.0,73.0,1.0,49.0,5.0,26.0,3.0,78.0,5.0,40.0,2.0,1.0,3.0,193.6354985
1.0,98.0,9.0,2.0,8.0,25.0,6.0,70.0,6.0,90.0,10.0,74.0,3.0,81.0,1.0,43.0,1.0,231.3257374
2.0,6.0,1.0,69.0,10.0,15.0,7.0,7.0,5.0,52.0,8.0,78.0,5.0,5.0,8.0,85.0,10.0,205.6307703
1.0,93.0,1.0,91.0,6.0,91.0,9.0,63.0,7.0,60.0,10.0,100.0,2.0,90.0,10.0,60.0,2.0,331.8864891
2.0,33.0,5.0,3.0,6.0,98.0,2.0,82.0,2.0,52.0,4.0,96.0,10.0,29.0,2.0,65.0,3.0,171.2705837
1.0,87.0,5.0,83.0,6.0,35.0,9.0,19.0,10.0,98.0,5.0,28.0,9.0,98.0,6.0,4.0,1.0,310.4115672
1.0,21.0,10.0,81.0,5.0,72.0,4.0,9.0,5.0,90.0,3.0,41.0,8.0,19.0,5.0,88.0,7.0,244.5607628
1.0,86.0,7.0,66.0,6.0,73.0,2.0,54.0,7.0,9.0,1.0,29.0,7.0,1.0,4.0,68.0,3.0,268.2936993
1.0,33.0,7.0,63.0,3.0,79.0,4.0,83.0,9.0,6.0,2.0,98.0,2.0,65.0,9.0,32.0,10.0,287.1740549
2.0,33.0,4.0,56.0,8.0,34.0,3.0,3.0,10.0,23.0,2.0,42.0,8.0,40.0,3.0,78.0,10.0,216.63746729999997
1.0,87.0,6.0,17.0,5.0,83.0,3.0,43.0,1.0,95.0,5.0,46.0,2.0,8.0,4.0,57.0,9.0,252.36698899999996
2.0,42.0,9.0,69.0,9.0,67.0,3.0,98.0,8.0,51.0,7.0,52.0,6.0,69.0,1.0,60.0,7.0,228.60359079999998
1.0,21.0,6.0,20.0,5.0,31.0,2.0,91.0,1.0,2.0,6.0,6.0,4.0,85.0,5.0,23.0,1.0,265.0675921
1.0,81.0,2.0,48.0,10.0,60.0,8.0,33.0,1.0,74.0,6.0,64.0,1.0,77.0,1.0,14.0,7.0,278.7040643
2.0,80.0,1.0,9.0,5.0,55.0,5.0,9.0,7.0,54.0,6.0,60.0,10.0,15.0,2.0,40.0,4.0,170.823129
1.0,18.0,5.0,2.0,5.0,9.0,7.0,3.0,5.0,18.0,4.0,27.0,2.0,91.0,1.0,3.0,7.0,180.46598369999998
2.0,5.0,1.0,4.0,3.0,8.0,1.0,93.0,4.0,52.0,5.0,7.0,1.0,98.0,8.0,38.0,8.0,221.2783207
2.0,49.0,5.0,97.0,5.0,94.0,5.0,24.0,7.0,52.0,1.0,84.0,8.0,60.0,1.0,44.0,3.0,202.9014876
2.0,96.0,5.0,97.0,6.0,80.0,2.0,44.0,4.0,23.0,4.0,20.0,6.0,59.0,2.0,36.0,9.0,232.48928239999998
2.0,10.0,1.0,22.0,2.0,1.0,3.0,97.0,9.0,75.0,7.0,48.0,4.0,81.0,7.0,82.0,3.0,224.9940326
1.0,83.0,8.0,10.0,5.0,47.0,10.0,45.0,8.0,19.0,7.0,60.0,5.0,96.0,1.0,84.0,3.0,270.69320610000005
2.0,67.0,8.0,62.0,10.0,20.0,6.0,23.0,1.0,66.0,9.0,35.0,3.0,69.0,3.0,54.0,9.0,238.74347219999999
2.0,71.0,1.0,60.0,5.0,33.0,8.0,28.0,6.0,82.0,9.0,92.0,2.0,60.0,3.0,32.0,5.0,234.1317627
2.0,100.0,9.0,21.0,1.0,24.0,2.0,32.0,3.0,34.0,8.0,64.0,9.0,99.0,4.0,23.0,6.0,256.12429599999996
2.0,36.0,10.0,43.0,8.0,23.0,3.0,85.0,1.0,17.0,1.0,99.0,1.0,71.0,1.0,76.0,8.0,226.4699655
2.0,1.0,7.0,28.0,10.0,15.0,1.0,97.0,8.0,37.0,1.0,57.0,9.0,83.0,2.0,18.0,4.0,199.00940430000003
1.0,51.0,2.0,93.0,10.0,13.0,9.0,67.0,10.0,31.0,3.0,96.0,10.0,78.0,4.0,40.0,1.0,306.0292311
2.0,62.0,1.0,14.0,8.0,82.0,10.0,95.0,7.0,27.0,9.0,24.0,9.0,63.0,6.0,5.0,10.0,239.6811399
1.0,35.0,8.0,19.0,1.0,6.0,10.0,13.0,5.0,4.0,9.0,88.0,4.0,91.0,9.0,54.0,3.0,267.70361060000005
2.0,62.0,9.0,63.0,8.0,84.0,6.0,98.0,1.0,63.0,6.0,36.0,8.0,82.0,10.0,37.0,10.0,301.3839977
1.0,74.0,8.0,57.0,7.0,63.0,5.0,14.0,4.0,58.0,5.0,26.0,4.0,68.0,8.0,61.0,7.0,296.33286870000006
2.0,70.0,6.0,36.0,8.0,71.0,9.0,52.0,1.0,70.0,7.0,9.0,4.0,58.0,1.0,40.0,10.0,247.1052795
2.0,28.0,6.0,6.0,2.0,54.0,7.0,47.0,3.0,30.0,7.0,9.0,8.0,10.0,2.0,88.0,2.0,171.2811635
1.0,40.0,2.0,75.0,9.0,44.0,4.0,21.0,4.0,60.0,4.0,31.0,3.0,64.0,6.0,77.0,2.0,295.4045605
1.0,71.0,1.0,31.0,9.0,1.0,9.0,43.0,5.0,80.0,10.0,40.0,9.0,49.0,5.0,99.0,1.0,265.6396459
2.0,17.0,9.0,23.0,7.0,26.0,7.0,85.0,7.0,73.0,4.0,16.0,7.0,87.0,2.0,38.0,3.0,221.9976928
2.0,39.0,2.0,67.0,8.0,2.0,1.0,80.0,8.0,48.0,10.0,16.0,7.0,51.0,3.0,36.0,5.0,212.887451
2.0,96.0,8.0,86.0,5.0,26.0,4.0,56.0,5.0,38.0,10.0,76.0,1.0,22.0,3.0,43.0,5.0,208.0070862
1.0,56.0,5.0,47.0,5.0,70.0,9.0,58.0,5.0,43.0,10.0,32.0,9.0,40.0,4.0,6.0,8.0,272.2576793
1.0,23.0,4.0,36.0,1.0,82.0,4.0,72.0,4.0,44.0,4.0,14.0,9.0,13.0,4.0,46.0,1.0,244.5867884
2.0,31.0,2.0,92.0,7.0,22.0,8.0,42.0,9.0,51.0,2.0,37.0,3.0,52.0,4.0,50.0,6.0,231.5705934
2.0,80.0,4.0,60.0,10.0,10.0,9.0,51.0,1.0,10.0,9.0,14.0,6.0,20.0,4.0,27.0,9.0,184.9523122
1.0,23.0,10.0,73.0,3.0,73.0,1.0,50.0,2.0,38.0,3.0,76.0,2.0,74.0,1.0,98.0,9.0,279.52648469999997
2.0,89.0,1.0,98.0,2.0,24.0,5.0,45.0,2.0,7.0,7.0,5.0,10.0,9.0,10.0,67.0,2.0,159.6021926
2.0,67.0,4.0,72.0,6.0,91.0,10.0,23.0,5.0,29.0,6.0,97.0,4.0,14.0,2.0,55.0,1.0,176.25497120000003
2.0,53.0,1.0,14.0,7.0,35.0,4.0,66.0,2.0,92.0,7.0,100.0,10.0,37.0,10.0,45.0,3.0,206.71985779999997
2.0,2.0,9.0,73.0,7.0,10.0,10.0,88.0,2.0,35.0,10.0,96.0,5.0,39.0,2.0,87.0,10.0,219.0848378
1.0,26.0,10.0,36.0,5.0,28.0,7.0,85.0,8.0,92.0,7.0,44.0,10.0,20.0,9.0,72.0,4.0,258.90658940000003
1.0,64.0,4.0,71.0,7.0,10.0,10.0,80.0,3.0,89.0,4.0,94.0,10.0,85.0,7.0,53.0,4.0,317.33175090000003
1.0,34.0,7.0,68.0,8.0,9.0,8.0,67.0,5.0,82.0,9.0,41.0,7.0,42.0,1.0,80.0,9.0,254.9316394
1.0,62.0,10.0,42.0,2.0,44.0,10.0,96.0,4.0,87.0,7.0,2.0,2.0,32.0,2.0,2.0,4.0,246.36175409999998
2.0,76.0,7.0,68.0,10.0,33.0,9.0,66.0,6.0,90.0,1.0,42.0,5.0,38.0,9.0,93.0,2.0,208.61545369999996
1.0,69.0,9.0,39.0,8.0,81.0,10.0,26.0,9.0,51.0,5.0,88.0,9.0,80.0,6.0,6.0,7.0,313.6246686999999
1.0,30.0,7.0,76.0,6.0,28.0,8.0,5.0,10.0,3.0,1.0,82.0,1.0,45.0,7.0,70.0,7.0,224.08849009999997
2.0,13.0,9.0,37.0,2.0,39.0,2.0,2.0,7.0,4.0,4.0,51.0,8.0,97.0,5.0,51.0,10.0,227.1221349
1.0,75.0,5.0,13.0,2.0,6.0,10.0,87.0,10.0,60.0,1.0,94.0,6.0,94.0,2.0,78.0,6.0,282.24588439999997
2.0,88.0,3.0,92.0,8.0,49.0,4.0,17.0,8.0,18.0,6.0,97.0,8.0,43.0,10.0,93.0,1.0,200.4551653
2.0,20.0,3.0,27.0,8.0,19.0,2.0,57.0,3.0,4.0,7.0,42.0,6.0,84.0,5.0,34.0,2.0,208.60693740000002
1.0,39.0,7.0,30.0,5.0,38.0,6.0,95.0,4.0,73.0,8.0,3.0,7.0,77.0,7.0,23.0,5.0,292.18654540000006
1.0,43.0,5.0,83.0,2.0,50.0,5.0,33.0,5.0,83.0,9.0,80.0,8.0,86.0,10.0,46.0,1.0,321.6231995
2.0,77.0,6.0,63.0,5.0,93.0,3.0,86.0,2.0,54.0,5.0,56.0,6.0,24.0,7.0,5.0,10.0,210.51935650000001
1.0,90.0,7.0,41.0,4.0,79.0,8.0,33.0,7.0,16.0,8.0,52.0,9.0,44.0,10.0,53.0,6.0,282.5676398
2.0,19.0,5.0,33.0,8.0,4.0,5.0,16.0,3.0,54.0,7.0,5.0,4.0,74.0,9.0,44.0,6.0,239.4182217
2.0,53.0,10.0,76.0,6.0,94.0,3.0,46.0,8.0,81.0,2.0,96.0,2.0,34.0,10.0,6.0,4.0,206.30648649999998
2.0,64.0,5.0,36.0,1.0,95.0,3.0,85.0,9.0,61.0,9.0,13.0,3.0,46.0,7.0,34.0,7.0,235.7927656
1.0,32.0,4.0,9.0,2.0,14.0,3.0,4.0,4.0,91.0,4.0,41.0,10.0,27.0,8.0,27.0,1.0,208.5317427
1.0,60.0,8.0,58.0,1.0,47.0,10.0,2.0,4.0,70.0,4.0,56.0,5.0,61.0,5.0,54.0,4.0,260.3382298
2.0,7.0,5.0,22.0,10.0,93.0,1.0,54.0,9.0,29.0,7.0,42.0,7.0,63.0,6.0,73.0,2.0,219.8217945
2.0,63.0,6.0,87.0,1.0,24.0,8.0,66.0,6.0,70.0,5.0,78.0,7.0,71.0,8.0,25.0,10.0,284.485229
2.0,16.0,2.0,43.0,8.0,86.0,1.0,70.0,6.0,73.0,9.0,76.0,10.0,96.0,2.0,66.0,1.0,219.08138760000003
2.0,23.0,1.0,77.0,7.0,86.0,6.0,27.0,8.0,40.0,7.0,3.0,1.0,5.0,9.0,7.0,8.0,195.6280748
2.0,97.0,5.0,88.0,3.0,27.0,1.0,47.0,3.0,55.0,2.0,10.0,4.0,95.0,8.0,72.0,4.0,257.2436327
1.0,7.0,8.0,70.0,8.0,20.0,8.0,49.0,5.0,11.0,8.0,26.0,10.0,80.0,2.0,65.0,5.0,258.74027470000004
2.0,91.0,8.0,66.0,8.0,37.0,10.0,14.0,3.0,52.0,8.0,71.0,5.0,79.0,1.0,7.0,1.0,191.00469690000003
2.0,41.0,5.0,49.0,3.0,4.0,2.0,23.0,7.0,24.0,6.0,39.0,4.0,99.0,4.0,26.0,9.0,246.0014675
2.0,21.0,7.0,86.0,10.0,65.0,8.0,42.0,8.0,12.0,2.0,74.0,6.0,8.0,10.0,87.0,2.0,180.0615362
2.0,25.0,8.0,82.0,3.0,89.0,5.0,81.0,3.0,17.0,1.0,83.0,5.0,90.0,9.0,3.0,5.0,244.54854650000001
2.0,20.0,2.0,23.0,4.0,68.0,6.0,78.0,4.0,74.0,4.0,63.0,1.0,96.0,10.0,21.0,4.0,263.63359010000005
2.0,10.0,5.0,19.0,2.0,11.0,9.0,50.0,6.0,36.0,1.0,90.0,1.0,28.0,5.0,80.0,7.0,201.73296690000004
2.0,58.0,1.0,93.0,5.0,25.0,9.0,73.0,8.0,79.0,4.0,96.0,3.0,67.0,8.0,26.0,4.0,242.82438290000002
2.0,59.0,10.0,3.0,6.0,15.0,10.0,42.0,7.0,71.0,8.0,92.0,4.0,78.0,2.0,70.0,6.0,208.82047699999998
2.0,4.0,3.0,89.0,6.0,14.0,2.0,6.0,2.0,93.0,4.0,97.0,6.0,93.0,3.0,95.0,1.0,173.5964859
1.0,32.0,4.0,20.0,2.0,58.0,2.0,40.0,10.0,40.0,1.0,5.0,6.0,99.0,10.0,92.0,4.0,306.42861329999994
1.0,45.0,10.0,24.0,7.0,64.0,5.0,21.0,6.0,56.0,5.0,82.0,8.0,93.0,4.0,57.0,6.0,305.66381179999996
2.0,86.0,3.0,56.0,10.0,23.0,8.0,9.0,1.0,17.0,5.0,96.0,4.0,56.0,6.0,60.0,8.0,224.30798639999998
1.0,40.0,1.0,49.0,3.0,42.0,2.0,52.0,2.0,10.0,2.0,90.0,1.0,86.0,2.0,96.0,8.0,282.59359359999996
1.0,25.0,10.0,18.0,3.0,46.0,9.0,59.0,10.0,75.0,6.0,88.0,4.0,47.0,2.0,19.0,4.0,264.0100393
2.0,62.0,10.0,69.0,3.0,7.0,9.0,34.0,8.0,25.0,3.0,66.0,3.0,37.0,7.0,41.0,4.0,198.6009537
1.0,39.0,3.0,85.0,8.0,84.0,9.0,68.0,8.0,92.0,10.0,17.0,3.0,81.0,5.0,23.0,5.0,306.4908459
1.0,33.0,4.0,96.0,7.0,25.0,6.0,25.0,9.0,54.0,9.0,50.0,3.0,43.0,8.0,98.0,2.0,276.6278544
2.0,85.0,7.0,12.0,8.0,77.0,6.0,80.0,10.0,95.0,3.0,85.0,9.0,2.0,5.0,66.0,10.0,261.59186370000003
2.0,90.0,7.0,1.0,4.0,34.0,6.0,93.0,2.0,35.0,2.0,95.0,9.0,83.0,8.0,10.0,4.0,225.89581550000003
1.0,26.0,7.0,1.0,2.0,88.0,1.0,63.0,4.0,45.0,2.0,24.0,10.0,69.0,5.0,59.0,7.0,244.03220610000002
2.0,73.0,10.0,69.0,5.0,45.0,9.0,99.0,5.0,27.0,3.0,83.0,2.0,26.0,10.0,20.0,4.0,205.46305649999996
2.0,40.0,9.0,65.0,8.0,27.0,7.0,44.0,3.0,76.0,10.0,60.0,8.0,14.0,10.0,86.0,8.0,210.8441987
1.0,56.0,2.0,98.0,1.0,79.0,7.0,83.0,1.0,51.0,1.0,5.0,2.0,40.0,3.0,39.0,9.0,266.1708228
1.0,56.0,3.0,94.0,1.0,97.0,2.0,33.0,3.0,78.0,9.0,20.0,7.0,5.0,5.0,7.0,3.0,257.134542
1.0,17.0,5.0,55.0,8.0,100.0,6.0,39.0,6.0,13.0,2.0,14.0,7.0,73.0,2.0,78.0,9.0,272.824255
1.0,99.0,10.0,10.0,3.0,50.0,1.0,39.0,5.0,23.0,9.0,73.0,8.0,12.0,8.0,85.0,9.0,248.0427682
2.0,97.0,3.0,100.0,6.0,5.0,5.0,46.0,9.0,94.0,3.0,21.0,8.0,67.0,1.0,52.0,1.0,184.57088799999997
2.0,13.0,8.0,72.0,8.0,60.0,3.0,95.0,3.0,48.0,9.0,18.0,5.0,12.0,3.0,63.0,4.0,193.20676389999997
2.0,92.0,10.0,9.0,6.0,74.0,4.0,18.0,3.0,21.0,3.0,69.0,9.0,60.0,2.0,67.0,8.0,221.60441260000002
1.0,21.0,3.0,17.0,5.0,26.0,5.0,38.0,4.0,98.0,6.0,74.0,4.0,93.0,8.0,95.0,6.0,312.8984251
2.0,96.0,9.0,39.0,1.0,89.0,7.0,94.0,4.0,57.0,6.0,18.0,7.0,72.0,2.0,46.0,1.0,214.1761244
1.0,86.0,5.0,79.0,1.0,89.0,4.0,36.0,8.0,44.0,10.0,73.0,2.0,79.0,10.0,47.0,7.0,324.4474303
2.0,24.0,1.0,45.0,4.0,16.0,6.0,33.0,7.0,56.0,3.0,12.0,7.0,97.0,1.0,20.0,4.0,208.3879843
2.0,72.0,8.0,45.0,4.0,94.0,7.0,68.0,3.0,27.0,2.0,24.0,5.0,69.0,6.0,34.0,9.0,255.05101979999998
2.0,22.0,1.0,37.0,10.0,35.0,9.0,77.0,9.0,54.0,8.0,34.0,7.0,26.0,7.0,43.0,7.0,213.47805309999995
1.0,26.0,6.0,19.0,5.0,8.0,6.0,79.0,7.0,45.0,3.0,36.0,3.0,49.0,3.0,82.0,2.0,265.99029640000003
2.0,80.0,6.0,49.0,4.0,66.0,8.0,83.0,6.0,76.0,6.0,5.0,1.0,95.0,1.0,11.0,9.0,226.61259339999998
2.0,59.0,1.0,39.0,6.0,49.0,3.0,5.0,5.0,33.0,8.0,74.0,2.0,61.0,2.0,80.0,1.0,171.2545801
1.0,65.0,8.0,42.0,2.0,87.0,4.0,36.0,7.0,16.0,1.0,44.0,2.0,61.0,10.0,79.0,5.0,298.46321109999997
1.0,61.0,5.0,32.0,2.0,80.0,6.0,48.0,8.0,68.0,3.0,23.0,6.0,18.0,3.0,1.0,1.0,250.04725879999998
1.0,39.0,2.0,100.0,9.0,71.0,7.0,89.0,1.0,37.0,9.0,21.0,4.0,56.0,8.0,54.0,6.0,292.492497
1.0,98.0,10.0,50.0,6.0,42.0,1.0,62.0,5.0,54.0,4.0,3.0,5.0,10.0,3.0,89.0,10.0,241.8630312
2.0,90.0,5.0,66.0,7.0,54.0,6.0,68.0,10.0,13.0,8.0,80.0,2.0,74.0,8.0,55.0,2.0,237.80537550000003
2.0,14.0,7.0,61.0,4.0,3.0,3.0,54.0,8.0,5.0,9.0,53.0,10.0,32.0,10.0,89.0,1.0,147.2911084
2.0,30.0,9.0,92.0,10.0,78.0,4.0,39.0,9.0,28.0,10.0,94.0,2.0,8.0,3.0,47.0,4.0,193.810139
2.0,62.0,2.0,91.0,2.0,6.0,1.0,89.0,2.0,67.0,8.0,80.0,4.0,20.0,10.0,31.0,8.0,204.64935910000003
1.0,33.0,2.0,47.0,8.0,63.0,7.0,97.0,6.0,93.0,10.0,1.0,1.0,75.0,5.0,72.0,2.0,300.7566753
1.0,3.0,10.0,88.0,5.0,91.0,6.0,57.0,2.0,40.0,2.0,10.0,2.0,71.0,4.0,70.0,3.0,246.6793311
1.0,29.0,7.0,78.0,5.0,8.0,10.0,95.0,2.0,45.0,4.0,55.0,4.0,20.0,4.0,90.0,7.0,258.002448
1.0,7.0,10.0,43.0,10.0,64.0,4.0,62.0,3.0,11.0,1.0,26.0,6.0,44.0,9.0,5.0,1.0,245.4105298
1.0,71.0,10.0,24.0,1.0,12.0,1.0,100.0,2.0,17.0,4.0,73.0,9.0,72.0,6.0,12.0,1.0,301.8489176
2.0,30.0,10.0,18.0,4.0,38.0,7.0,95.0,5.0,51.0,4.0,50.0,5.0,4.0,5.0,68.0,5.0,215.5448091
1.0,74.0,7.0,59.0,7.0,16.0,4.0,4.0,8.0,30.0,10.0,16.0,1.0,36.0,4.0,72.0,3.0,225.5826145
2.0,15.0,8.0,97.0,7.0,100.0,5.0,38.0,6.0,25.0,8.0,33.0,2.0,60.0,7.0,48.0,9.0,244.95725539999995
1.0,62.0,8.0,19.0,4.0,61.0,9.0,42.0,2.0,5.0,3.0,78.0,2.0,6.0,2.0,45.0,8.0,227.2599382
1.0,91.0,5.0,100.0,7.0,98.0,6.0,25.0,6.0,91.0,4.0,42.0,9.0,48.0,9.0,49.0,2.0,287.79385070000006
2.0,52.0,10.0,24.0,2.0,69.0,9.0,89.0,4.0,32.0,9.0,42.0,9.0,54.0,4.0,96.0,5.0,235.8244825
2.0,6.0,4.0,22.0,10.0,61.0,1.0,97.0,1.0,1.0,5.0,82.0,10.0,12.0,10.0,3.0,10.0,149.7850335
2.0,28.0,10.0,8.0,4.0,70.0,3.0,80.0,3.0,71.0,9.0,94.0,4.0,20.0,5.0,1.0,3.0,181.97197599999998
2.0,20.0,8.0,32.0,6.0,20.0,7.0,39.0,8.0,38.0,9.0,46.0,8.0,26.0,1.0,35.0,7.0,196.93078169999998
2.0,45.0,10.0,57.0,2.0,12.0,3.0,16.0,7.0,70.0,7.0,23.0,1.0,57.0,7.0,1.0,1.0,200.9359906
1.0,4.0,9.0,9.0,2.0,32.0,9.0,79.0,5.0,75.0,6.0,18.0,5.0,33.0,3.0,29.0,6.0,202.19733140000002
1.0,79.0,10.0,16.0,2.0,91.0,7.0,8.0,1.0,94.0,3.0,72.0,10.0,57.0,10.0,9.0,8.0,279.8405161
1.0,65.0,1.0,33.0,5.0,20.0,3.0,72.0,1.0,57.0,6.0,3.0,2.0,92.0,6.0,62.0,9.0,296.7609966
2.0,34.0,7.0,66.0,7.0,8.0,9.0,70.0,10.0,49.0,1.0,18.0,3.0,92.0,4.0,16.0,6.0,247.20717519999997
2.0,74.0,6.0,61.0,10.0,58.0,8.0,71.0,8.0,7.0,5.0,8.0,2.0,10.0,3.0,51.0,1.0,155.6479274
2.0,47.0,10.0,73.0,5.0,67.0,7.0,9.0,6.0,82.0,2.0,38.0,9.0,4.0,4.0,13.0,5.0,197.23342350000001
2.0,22.0,9.0,27.0,4.0,40.0,7.0,26.0,2.0,91.0,1.0,36.0,5.0,79.0,8.0,50.0,5.0,258.91788069999996
2.0,31.0,1.0,5.0,9.0,61.0,7.0,59.0,6.0,25.0,3.0,70.0,9.0,3.0,1.0,97.0,2.0,185.95932779999998
1.0,22.0,9.0,27.0,9.0,60.0,10.0,35.0,7.0,48.0,4.0,82.0,3.0,22.0,5.0,62.0,9.0,258.4605843
1.0,35.0,6.0,48.0,7.0,47.0,6.0,99.0,5.0,30.0,4.0,25.0,1.0,33.0,8.0,28.0,5.0,269.3023509
2.0,32.0,9.0,65.0,10.0,6.0,3.0,27.0,6.0,18.0,3.0,49.0,4.0,5.0,1.0,49.0,8.0,195.99538139999999
1.0,11.0,4.0,2.0,5.0,52.0,8.0,89.0,7.0,12.0,10.0,59.0,2.0,13.0,9.0,65.0,4.0,200.1223425
1.0,65.0,4.0,72.0,5.0,92.0,5.0,39.0,1.0,64.0,10.0,56.0,10.0,44.0,8.0,72.0,5.0,284.50772859999995
1.0,98.0,7.0,88.0,10.0,53.0,8.0,62.0,5.0,70.0,1.0,7.0,1.0,99.0,10.0,74.0,2.0,321.5954177
2.0,50.0,7.0,91.0,1.0,7.0,6.0,62.0,5.0,58.0,9.0,7.0,1.0,82.0,7.0,4.0,4.0,227.2516374
2.0,81.0,5.0,28.0,2.0,30.0,5.0,18.0,7.0,69.0,8.0,7.0,2.0,33.0,10.0,76.0,6.0,211.11311950000004
1.0,92.0,10.0,80.0,6.0,71.0,6.0,33.0,8.0,11.0,2.0,14.0,1.0,14.0,9.0,1.0,9.0,238.7111851
2.0,90.0,5.0,98.0,1.0,53.0,5.0,14.0,7.0,82.0,9.0,91.0,9.0,44.0,7.0,10.0,8.0,224.10026810000002
1.0,8.0,4.0,70.0,8.0,100.0,9.0,99.0,9.0,100.0,8.0,41.0,7.0,23.0,1.0,24.0,10.0,251.20163839999998
2.0,97.0,10.0,47.0,2.0,22.0,6.0,81.0,2.0,21.0,4.0,81.0,10.0,91.0,4.0,1.0,8.0,239.61353699999998
2.0,28.0,4.0,75.0,5.0,26.0,4.0,38.0,8.0,45.0,8.0,47.0,8.0,93.0,9.0,21.0,8.0,266.2685508
1.0,34.0,3.0,100.0,6.0,11.0,3.0,13.0,3.0,47.0,9.0,21.0,3.0,5.0,9.0,76.0,1.0,244.94956969999998
1.0,54.0,8.0,97.0,5.0,100.0,5.0,26.0,1.0,92.0,10.0,12.0,5.0,45.0,6.0,53.0,4.0,276.7696563
2.0,53.0,4.0,50.0,4.0,77.0,10.0,89.0,10.0,35.0,4.0,61.0,6.0,50.0,2.0,78.0,10.0,259.4549729
2.0,82.0,3.0,100.0,5.0,67.0,6.0,72.0,3.0,27.0,2.0,70.0,9.0,58.0,7.0,50.0,8.0,251.653992
