context,drawer(downsampling rate),drawer(frame rate),cpu(downsampling rate),cpu(frame rate),chair(downsampling rate),chair(frame rate),computer(downsampling rate),computer(frame rate),keyboard(downsampling rate),keyboard(frame rate),mouse(downsampling rate),mouse(frame rate),computer_2(downsampling rate),computer_2(frame rate),bag(downsampling rate),bag(frame rate),clothes(downsampling rate),clothes(frame rate),food(downsampling rate),food(frame rate),canister(downsampling rate),canister(frame rate),papers(downsampling rate),papers(frame rate),desk(downsampling rate),desk(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
2.0,46.0,3.0,2.0,4.0,7.0,1.0,58.0,4.0,26.0,6.0,7.0,3.0,1.0,3.0,99.0,10.0,25.0,6.0,28.0,4.0,51.0,9.0,8.0,6.0,58.0,7.0,47.0,2.0,1.0,10.0,266.3025886
1.0,55.0,5.0,83.0,9.0,16.0,4.0,52.0,1.0,86.0,2.0,6.0,5.0,80.0,10.0,1.0,6.0,32.0,8.0,93.0,9.0,65.0,8.0,68.0,6.0,72.0,5.0,41.0,8.0,88.0,4.0,402.3489714
2.0,8.0,9.0,28.0,1.0,53.0,8.0,7.0,6.0,19.0,1.0,60.0,1.0,32.0,10.0,15.0,5.0,11.0,9.0,59.0,2.0,8.0,9.0,30.0,5.0,95.0,3.0,64.0,8.0,77.0,6.0,323.9239963
1.0,58.0,8.0,90.0,3.0,57.0,7.0,8.0,5.0,43.0,9.0,90.0,4.0,12.0,4.0,35.0,3.0,22.0,3.0,46.0,2.0,11.0,3.0,19.0,10.0,34.0,8.0,79.0,8.0,26.0,3.0,360.5475586
2.0,26.0,6.0,87.0,10.0,92.0,1.0,44.0,7.0,23.0,5.0,61.0,2.0,53.0,3.0,90.0,3.0,53.0,8.0,30.0,8.0,65.0,9.0,40.0,5.0,27.0,3.0,11.0,1.0,80.0,6.0,280.9727194
2.0,9.0,3.0,20.0,1.0,85.0,5.0,53.0,4.0,56.0,7.0,15.0,7.0,65.0,3.0,57.0,7.0,67.0,10.0,77.0,7.0,52.0,4.0,46.0,10.0,49.0,5.0,5.0,4.0,33.0,10.0,288.3590254
2.0,53.0,3.0,30.0,9.0,58.0,2.0,51.0,1.0,97.0,1.0,95.0,7.0,37.0,10.0,78.0,9.0,10.0,3.0,5.0,5.0,58.0,3.0,2.0,9.0,88.0,3.0,91.0,10.0,46.0,3.0,336.6359164
1.0,35.0,9.0,34.0,2.0,76.0,6.0,63.0,10.0,24.0,5.0,86.0,1.0,55.0,8.0,80.0,4.0,14.0,2.0,26.0,8.0,24.0,5.0,10.0,5.0,68.0,9.0,69.0,10.0,41.0,4.0,395.9114458
2.0,7.0,9.0,86.0,4.0,21.0,10.0,12.0,1.0,72.0,7.0,2.0,6.0,40.0,10.0,98.0,10.0,83.0,2.0,48.0,6.0,73.0,7.0,35.0,8.0,56.0,7.0,85.0,9.0,10.0,1.0,336.87851440000003
1.0,77.0,1.0,98.0,10.0,3.0,3.0,95.0,3.0,64.0,1.0,39.0,6.0,59.0,5.0,35.0,1.0,57.0,5.0,77.0,9.0,73.0,3.0,58.0,10.0,25.0,1.0,62.0,2.0,64.0,5.0,352.5050321999999
1.0,48.0,4.0,100.0,10.0,84.0,6.0,64.0,2.0,46.0,9.0,29.0,10.0,100.0,2.0,95.0,5.0,83.0,10.0,52.0,6.0,12.0,10.0,69.0,10.0,31.0,2.0,5.0,8.0,88.0,8.0,358.5033232
2.0,87.0,9.0,73.0,5.0,18.0,2.0,25.0,4.0,12.0,5.0,23.0,4.0,70.0,1.0,38.0,6.0,5.0,7.0,51.0,10.0,32.0,1.0,90.0,7.0,23.0,6.0,90.0,5.0,33.0,8.0,324.8334165
1.0,68.0,6.0,26.0,8.0,83.0,3.0,56.0,7.0,19.0,10.0,22.0,8.0,16.0,9.0,18.0,1.0,17.0,5.0,56.0,1.0,58.0,8.0,95.0,4.0,64.0,8.0,91.0,8.0,97.0,3.0,396.0068282
2.0,33.0,4.0,52.0,7.0,24.0,8.0,5.0,4.0,38.0,8.0,30.0,10.0,77.0,6.0,65.0,10.0,74.0,5.0,22.0,4.0,31.0,4.0,51.0,1.0,47.0,4.0,57.0,9.0,34.0,4.0,328.1227963
1.0,22.0,3.0,71.0,9.0,98.0,2.0,36.0,1.0,82.0,8.0,55.0,7.0,24.0,2.0,22.0,1.0,96.0,3.0,26.0,1.0,71.0,8.0,49.0,8.0,62.0,2.0,18.0,1.0,42.0,4.0,346.4026748
1.0,78.0,4.0,97.0,3.0,37.0,8.0,74.0,9.0,74.0,2.0,82.0,6.0,71.0,4.0,81.0,9.0,53.0,3.0,44.0,3.0,95.0,3.0,55.0,10.0,37.0,5.0,69.0,4.0,6.0,6.0,397.9193042
2.0,46.0,9.0,50.0,6.0,1.0,6.0,10.0,10.0,40.0,7.0,2.0,5.0,32.0,8.0,37.0,3.0,84.0,10.0,66.0,5.0,88.0,8.0,91.0,7.0,11.0,4.0,99.0,5.0,76.0,3.0,288.1096365000001
1.0,66.0,3.0,88.0,10.0,9.0,5.0,98.0,3.0,45.0,5.0,37.0,10.0,68.0,3.0,43.0,10.0,5.0,2.0,89.0,8.0,96.0,2.0,42.0,2.0,5.0,7.0,7.0,8.0,100.0,2.0,327.0993481
2.0,37.0,7.0,23.0,3.0,94.0,3.0,84.0,4.0,84.0,4.0,28.0,7.0,74.0,3.0,16.0,8.0,7.0,8.0,96.0,8.0,43.0,10.0,30.0,2.0,98.0,6.0,73.0,10.0,94.0,9.0,357.9545622
1.0,58.0,3.0,49.0,3.0,99.0,3.0,71.0,10.0,10.0,7.0,21.0,2.0,89.0,1.0,56.0,5.0,27.0,6.0,100.0,9.0,57.0,5.0,5.0,10.0,93.0,5.0,60.0,8.0,59.0,5.0,386.57584439999994
2.0,69.0,6.0,78.0,8.0,92.0,4.0,85.0,8.0,89.0,5.0,35.0,9.0,80.0,3.0,72.0,7.0,46.0,9.0,41.0,6.0,47.0,8.0,61.0,8.0,70.0,7.0,1.0,4.0,13.0,5.0,305.718609
2.0,8.0,7.0,68.0,6.0,42.0,10.0,28.0,4.0,34.0,6.0,33.0,3.0,79.0,9.0,67.0,9.0,63.0,10.0,93.0,4.0,34.0,4.0,4.0,2.0,68.0,3.0,5.0,4.0,69.0,2.0,283.5755593
2.0,91.0,3.0,24.0,2.0,1.0,6.0,6.0,10.0,31.0,4.0,11.0,10.0,49.0,9.0,5.0,5.0,43.0,7.0,93.0,1.0,60.0,5.0,100.0,1.0,94.0,10.0,70.0,3.0,30.0,10.0,283.8786356
1.0,7.0,8.0,48.0,6.0,79.0,4.0,25.0,9.0,97.0,8.0,96.0,1.0,77.0,5.0,87.0,4.0,54.0,7.0,48.0,8.0,1.0,7.0,58.0,3.0,4.0,2.0,62.0,8.0,33.0,9.0,376.287391
1.0,40.0,3.0,89.0,7.0,63.0,10.0,51.0,2.0,31.0,2.0,45.0,4.0,87.0,2.0,26.0,5.0,70.0,2.0,22.0,2.0,64.0,3.0,15.0,9.0,67.0,2.0,39.0,4.0,32.0,8.0,389.16803980000003
1.0,77.0,10.0,59.0,2.0,11.0,7.0,26.0,10.0,24.0,9.0,84.0,3.0,67.0,7.0,7.0,2.0,58.0,2.0,60.0,1.0,43.0,7.0,4.0,10.0,79.0,5.0,43.0,6.0,77.0,6.0,362.3674312
2.0,84.0,7.0,43.0,1.0,100.0,6.0,55.0,9.0,55.0,8.0,90.0,10.0,41.0,10.0,55.0,5.0,16.0,7.0,70.0,1.0,56.0,6.0,51.0,1.0,95.0,7.0,33.0,2.0,40.0,8.0,320.0886802
1.0,32.0,8.0,79.0,9.0,20.0,6.0,21.0,6.0,71.0,8.0,98.0,7.0,64.0,3.0,36.0,9.0,44.0,2.0,98.0,1.0,46.0,6.0,26.0,8.0,27.0,1.0,62.0,10.0,91.0,7.0,402.36038669999994
2.0,43.0,1.0,41.0,4.0,98.0,5.0,35.0,1.0,73.0,7.0,28.0,2.0,33.0,10.0,65.0,9.0,20.0,5.0,88.0,2.0,50.0,7.0,41.0,8.0,92.0,5.0,47.0,6.0,95.0,7.0,348.92942109999996
1.0,2.0,2.0,3.0,4.0,65.0,1.0,7.0,1.0,57.0,8.0,20.0,6.0,13.0,10.0,66.0,2.0,74.0,8.0,59.0,6.0,7.0,4.0,15.0,7.0,28.0,7.0,6.0,3.0,36.0,2.0,275.8309876
1.0,8.0,9.0,66.0,6.0,56.0,7.0,86.0,6.0,44.0,1.0,69.0,6.0,35.0,3.0,64.0,7.0,8.0,10.0,65.0,5.0,54.0,1.0,37.0,9.0,2.0,4.0,68.0,9.0,70.0,9.0,364.7632130999999
1.0,95.0,2.0,20.0,3.0,6.0,2.0,5.0,2.0,90.0,1.0,58.0,8.0,67.0,6.0,81.0,4.0,2.0,6.0,81.0,2.0,7.0,3.0,12.0,10.0,56.0,7.0,84.0,7.0,11.0,10.0,344.4980945
1.0,35.0,2.0,91.0,10.0,96.0,9.0,33.0,2.0,42.0,8.0,83.0,3.0,72.0,3.0,47.0,10.0,67.0,10.0,15.0,9.0,80.0,2.0,14.0,8.0,100.0,1.0,3.0,4.0,64.0,10.0,342.8998648
1.0,95.0,1.0,17.0,4.0,27.0,9.0,51.0,2.0,45.0,4.0,64.0,7.0,21.0,7.0,76.0,3.0,36.0,5.0,25.0,1.0,21.0,1.0,22.0,5.0,3.0,4.0,61.0,8.0,4.0,4.0,364.80634729999997
1.0,32.0,9.0,92.0,7.0,26.0,3.0,12.0,3.0,57.0,10.0,67.0,9.0,63.0,5.0,6.0,1.0,38.0,9.0,73.0,8.0,86.0,9.0,53.0,6.0,82.0,8.0,81.0,10.0,62.0,7.0,398.61994340000007
2.0,12.0,4.0,62.0,7.0,11.0,3.0,47.0,8.0,39.0,3.0,1.0,5.0,36.0,8.0,76.0,2.0,32.0,2.0,84.0,1.0,57.0,10.0,67.0,7.0,60.0,2.0,74.0,7.0,46.0,4.0,337.1797223
1.0,58.0,7.0,21.0,9.0,40.0,6.0,48.0,4.0,29.0,8.0,81.0,8.0,84.0,7.0,78.0,7.0,27.0,4.0,49.0,6.0,20.0,1.0,11.0,8.0,73.0,3.0,74.0,1.0,16.0,1.0,356.600416
2.0,94.0,4.0,92.0,7.0,58.0,3.0,14.0,4.0,3.0,8.0,54.0,7.0,30.0,10.0,75.0,1.0,70.0,2.0,2.0,5.0,2.0,10.0,94.0,6.0,1.0,10.0,19.0,10.0,97.0,7.0,260.35729240000006
2.0,89.0,3.0,15.0,9.0,36.0,7.0,42.0,5.0,2.0,5.0,84.0,4.0,45.0,1.0,18.0,3.0,62.0,10.0,90.0,9.0,20.0,3.0,29.0,3.0,38.0,4.0,15.0,2.0,96.0,7.0,288.3599265
1.0,59.0,7.0,5.0,9.0,80.0,6.0,42.0,2.0,42.0,3.0,99.0,4.0,17.0,10.0,54.0,10.0,93.0,6.0,17.0,9.0,25.0,7.0,46.0,1.0,39.0,4.0,33.0,1.0,25.0,10.0,345.08505370000006
2.0,26.0,6.0,15.0,7.0,87.0,2.0,51.0,2.0,12.0,7.0,11.0,1.0,100.0,9.0,30.0,10.0,88.0,6.0,82.0,7.0,53.0,4.0,85.0,3.0,86.0,9.0,39.0,5.0,77.0,6.0,342.9902448
2.0,31.0,5.0,80.0,5.0,81.0,8.0,8.0,7.0,89.0,5.0,42.0,8.0,57.0,1.0,80.0,6.0,56.0,10.0,11.0,10.0,2.0,10.0,7.0,6.0,2.0,9.0,11.0,3.0,25.0,8.0,240.66926830000003
1.0,67.0,6.0,25.0,1.0,32.0,5.0,94.0,6.0,18.0,9.0,75.0,3.0,67.0,7.0,89.0,1.0,41.0,6.0,3.0,7.0,5.0,4.0,32.0,3.0,67.0,10.0,80.0,8.0,19.0,6.0,399.82380379999995
1.0,94.0,3.0,91.0,1.0,97.0,1.0,74.0,9.0,21.0,3.0,96.0,7.0,75.0,5.0,65.0,3.0,3.0,9.0,84.0,1.0,30.0,8.0,86.0,9.0,47.0,1.0,54.0,1.0,49.0,10.0,365.4763361
1.0,64.0,10.0,43.0,8.0,28.0,5.0,91.0,3.0,52.0,2.0,66.0,6.0,93.0,9.0,42.0,9.0,33.0,7.0,2.0,2.0,19.0,10.0,92.0,3.0,8.0,8.0,3.0,4.0,99.0,1.0,322.908603
1.0,8.0,9.0,64.0,7.0,77.0,10.0,30.0,2.0,49.0,9.0,11.0,7.0,35.0,3.0,7.0,10.0,18.0,4.0,56.0,9.0,23.0,7.0,87.0,10.0,49.0,7.0,59.0,1.0,24.0,1.0,349.6354000999999
1.0,95.0,4.0,34.0,2.0,63.0,6.0,81.0,2.0,22.0,3.0,97.0,7.0,95.0,2.0,49.0,2.0,18.0,10.0,91.0,10.0,39.0,5.0,9.0,6.0,44.0,5.0,42.0,4.0,92.0,2.0,384.55894739999997
1.0,93.0,4.0,1.0,9.0,81.0,9.0,12.0,4.0,97.0,4.0,92.0,6.0,93.0,8.0,47.0,9.0,16.0,6.0,19.0,4.0,46.0,10.0,29.0,1.0,89.0,5.0,95.0,5.0,23.0,2.0,381.92679460000005
2.0,70.0,8.0,33.0,10.0,97.0,5.0,90.0,5.0,39.0,10.0,41.0,5.0,51.0,10.0,93.0,4.0,30.0,10.0,4.0,7.0,100.0,5.0,51.0,1.0,4.0,2.0,37.0,8.0,83.0,1.0,312.573319
2.0,42.0,8.0,5.0,2.0,39.0,1.0,30.0,5.0,13.0,10.0,73.0,1.0,45.0,7.0,62.0,8.0,29.0,8.0,75.0,10.0,43.0,9.0,26.0,7.0,64.0,8.0,96.0,2.0,62.0,3.0,305.6028812
1.0,12.0,3.0,16.0,7.0,67.0,8.0,41.0,6.0,52.0,8.0,27.0,4.0,89.0,3.0,13.0,10.0,72.0,10.0,77.0,2.0,22.0,1.0,92.0,8.0,66.0,6.0,56.0,9.0,28.0,10.0,408.56975189999997
2.0,23.0,9.0,10.0,1.0,83.0,9.0,69.0,8.0,33.0,8.0,24.0,6.0,17.0,5.0,61.0,2.0,3.0,10.0,44.0,6.0,49.0,6.0,49.0,4.0,86.0,1.0,38.0,4.0,3.0,10.0,324.7208151
1.0,55.0,9.0,46.0,9.0,41.0,1.0,30.0,7.0,68.0,2.0,11.0,5.0,91.0,9.0,5.0,2.0,65.0,4.0,94.0,1.0,54.0,9.0,16.0,2.0,55.0,8.0,63.0,2.0,6.0,5.0,363.8396798
2.0,71.0,3.0,48.0,5.0,18.0,1.0,73.0,6.0,40.0,7.0,2.0,1.0,91.0,10.0,77.0,8.0,11.0,1.0,37.0,6.0,97.0,6.0,43.0,7.0,61.0,7.0,78.0,4.0,35.0,3.0,331.6184488
2.0,85.0,9.0,44.0,2.0,85.0,2.0,3.0,6.0,96.0,3.0,49.0,10.0,84.0,3.0,19.0,6.0,95.0,3.0,24.0,6.0,58.0,9.0,60.0,2.0,34.0,8.0,94.0,6.0,94.0,1.0,328.72649900000005
1.0,52.0,5.0,54.0,8.0,29.0,1.0,68.0,4.0,29.0,10.0,25.0,9.0,78.0,9.0,15.0,6.0,44.0,3.0,74.0,10.0,31.0,7.0,46.0,5.0,80.0,3.0,99.0,2.0,24.0,6.0,379.2571283000001
2.0,63.0,5.0,56.0,3.0,39.0,6.0,16.0,5.0,2.0,10.0,56.0,2.0,89.0,10.0,16.0,10.0,78.0,1.0,66.0,1.0,45.0,2.0,80.0,2.0,79.0,7.0,76.0,10.0,97.0,10.0,360.50386399999996
2.0,58.0,9.0,52.0,6.0,83.0,7.0,68.0,3.0,67.0,3.0,54.0,6.0,45.0,4.0,83.0,1.0,70.0,4.0,29.0,2.0,28.0,4.0,42.0,8.0,18.0,10.0,11.0,3.0,61.0,5.0,299.87299299999995
2.0,90.0,2.0,39.0,7.0,1.0,8.0,23.0,7.0,92.0,3.0,25.0,8.0,95.0,5.0,94.0,7.0,5.0,8.0,29.0,6.0,92.0,8.0,3.0,2.0,99.0,2.0,6.0,10.0,71.0,2.0,265.91727489999994
1.0,51.0,5.0,31.0,8.0,18.0,8.0,7.0,7.0,10.0,6.0,95.0,5.0,70.0,3.0,68.0,10.0,45.0,8.0,93.0,2.0,9.0,10.0,61.0,8.0,96.0,1.0,5.0,8.0,64.0,5.0,327.50819359999997
1.0,4.0,1.0,64.0,6.0,4.0,4.0,94.0,10.0,13.0,7.0,50.0,10.0,32.0,3.0,68.0,4.0,80.0,6.0,80.0,9.0,97.0,3.0,94.0,2.0,23.0,7.0,36.0,8.0,49.0,10.0,369.68994280000004
1.0,1.0,1.0,88.0,10.0,14.0,9.0,95.0,7.0,93.0,9.0,24.0,4.0,11.0,1.0,93.0,5.0,2.0,6.0,50.0,8.0,1.0,3.0,22.0,7.0,39.0,3.0,40.0,7.0,25.0,1.0,371.52556089999996
2.0,98.0,6.0,19.0,4.0,54.0,5.0,79.0,10.0,41.0,2.0,16.0,2.0,96.0,9.0,81.0,5.0,21.0,9.0,42.0,9.0,31.0,3.0,16.0,10.0,15.0,2.0,62.0,8.0,57.0,4.0,337.97907299999997
2.0,42.0,2.0,57.0,6.0,15.0,9.0,64.0,8.0,68.0,3.0,95.0,2.0,11.0,9.0,46.0,8.0,15.0,3.0,83.0,9.0,86.0,2.0,25.0,2.0,9.0,3.0,89.0,8.0,82.0,10.0,344.4599782
1.0,94.0,9.0,91.0,2.0,11.0,7.0,74.0,7.0,93.0,3.0,20.0,4.0,72.0,3.0,14.0,1.0,87.0,8.0,70.0,10.0,29.0,7.0,69.0,5.0,60.0,3.0,7.0,6.0,60.0,10.0,361.66927000000004
1.0,8.0,9.0,24.0,2.0,5.0,9.0,64.0,1.0,67.0,9.0,78.0,7.0,73.0,6.0,53.0,7.0,62.0,8.0,32.0,9.0,19.0,4.0,36.0,6.0,62.0,1.0,2.0,10.0,84.0,6.0,322.8983567
1.0,83.0,9.0,5.0,8.0,59.0,5.0,71.0,9.0,15.0,5.0,94.0,2.0,68.0,10.0,6.0,7.0,36.0,5.0,28.0,5.0,40.0,4.0,98.0,1.0,29.0,5.0,98.0,5.0,93.0,1.0,386.581819
1.0,67.0,8.0,39.0,6.0,12.0,2.0,7.0,7.0,98.0,2.0,55.0,1.0,9.0,2.0,27.0,6.0,55.0,6.0,64.0,6.0,56.0,9.0,87.0,4.0,11.0,10.0,63.0,6.0,58.0,5.0,337.77022430000005
1.0,82.0,7.0,23.0,6.0,42.0,7.0,76.0,5.0,23.0,3.0,3.0,4.0,78.0,4.0,58.0,7.0,84.0,8.0,72.0,10.0,67.0,8.0,87.0,10.0,57.0,2.0,97.0,9.0,55.0,7.0,412.34767480000005
2.0,91.0,2.0,38.0,2.0,62.0,2.0,82.0,2.0,48.0,7.0,43.0,3.0,35.0,6.0,97.0,4.0,90.0,9.0,2.0,6.0,57.0,4.0,56.0,2.0,16.0,4.0,58.0,8.0,5.0,4.0,323.036989
1.0,65.0,8.0,77.0,3.0,14.0,2.0,72.0,2.0,83.0,7.0,57.0,8.0,66.0,2.0,26.0,4.0,48.0,8.0,37.0,6.0,84.0,4.0,57.0,3.0,11.0,1.0,92.0,2.0,8.0,4.0,363.7390318
2.0,45.0,6.0,44.0,7.0,24.0,1.0,1.0,9.0,13.0,5.0,46.0,5.0,78.0,2.0,56.0,10.0,24.0,6.0,88.0,4.0,2.0,2.0,82.0,10.0,48.0,3.0,27.0,7.0,3.0,5.0,310.4932256
1.0,78.0,2.0,67.0,2.0,9.0,3.0,58.0,7.0,92.0,1.0,94.0,10.0,34.0,7.0,32.0,9.0,40.0,10.0,47.0,9.0,50.0,7.0,10.0,9.0,50.0,3.0,91.0,2.0,80.0,2.0,355.54693810000003
1.0,8.0,2.0,39.0,8.0,31.0,5.0,34.0,2.0,46.0,1.0,16.0,3.0,75.0,10.0,51.0,10.0,16.0,7.0,31.0,10.0,19.0,9.0,10.0,6.0,47.0,7.0,99.0,5.0,87.0,3.0,379.6037689
1.0,63.0,2.0,76.0,1.0,48.0,10.0,25.0,10.0,20.0,5.0,45.0,9.0,65.0,2.0,6.0,7.0,52.0,1.0,26.0,8.0,45.0,7.0,50.0,7.0,29.0,1.0,18.0,3.0,46.0,2.0,365.2109808999999
1.0,27.0,9.0,43.0,7.0,48.0,4.0,10.0,10.0,60.0,10.0,99.0,8.0,42.0,5.0,72.0,3.0,42.0,9.0,24.0,5.0,11.0,9.0,77.0,1.0,73.0,2.0,45.0,9.0,73.0,7.0,390.7648449
1.0,36.0,1.0,86.0,7.0,16.0,9.0,36.0,9.0,36.0,7.0,9.0,8.0,17.0,10.0,43.0,1.0,13.0,6.0,64.0,4.0,26.0,1.0,76.0,1.0,12.0,4.0,6.0,9.0,84.0,10.0,334.1343049
1.0,14.0,10.0,57.0,10.0,50.0,9.0,88.0,9.0,60.0,7.0,34.0,1.0,94.0,8.0,16.0,4.0,32.0,6.0,85.0,2.0,20.0,1.0,89.0,1.0,37.0,8.0,34.0,2.0,76.0,4.0,374.8753428
1.0,70.0,9.0,94.0,8.0,37.0,4.0,84.0,9.0,53.0,3.0,29.0,6.0,45.0,4.0,29.0,4.0,75.0,6.0,38.0,3.0,53.0,2.0,93.0,3.0,81.0,4.0,41.0,10.0,20.0,9.0,413.74414459999997
1.0,29.0,7.0,94.0,4.0,49.0,5.0,3.0,7.0,79.0,1.0,52.0,4.0,17.0,5.0,87.0,8.0,71.0,6.0,55.0,9.0,70.0,3.0,93.0,3.0,93.0,2.0,2.0,7.0,60.0,4.0,301.0750753
1.0,25.0,7.0,5.0,4.0,15.0,7.0,3.0,3.0,30.0,3.0,22.0,4.0,96.0,7.0,92.0,4.0,13.0,10.0,91.0,4.0,91.0,5.0,86.0,7.0,93.0,5.0,54.0,10.0,14.0,3.0,365.7330436
2.0,93.0,6.0,71.0,2.0,77.0,5.0,39.0,1.0,75.0,2.0,72.0,8.0,69.0,4.0,51.0,5.0,66.0,4.0,89.0,9.0,43.0,2.0,1.0,1.0,20.0,9.0,71.0,2.0,84.0,4.0,306.5382026
2.0,89.0,10.0,77.0,3.0,26.0,1.0,7.0,10.0,17.0,6.0,27.0,2.0,93.0,4.0,57.0,5.0,91.0,9.0,5.0,6.0,7.0,7.0,66.0,8.0,97.0,5.0,16.0,7.0,82.0,5.0,310.80961529999996
2.0,10.0,7.0,68.0,2.0,11.0,6.0,19.0,4.0,33.0,9.0,8.0,7.0,63.0,7.0,20.0,7.0,52.0,7.0,77.0,1.0,58.0,7.0,79.0,7.0,72.0,3.0,50.0,9.0,20.0,10.0,337.66236670000006
1.0,75.0,9.0,47.0,3.0,58.0,3.0,89.0,5.0,44.0,6.0,83.0,3.0,96.0,2.0,23.0,9.0,18.0,5.0,53.0,8.0,29.0,3.0,85.0,3.0,11.0,2.0,74.0,7.0,34.0,4.0,399.980568
2.0,76.0,10.0,55.0,4.0,8.0,8.0,97.0,8.0,73.0,4.0,88.0,3.0,28.0,2.0,97.0,9.0,26.0,8.0,67.0,6.0,97.0,6.0,71.0,9.0,29.0,9.0,48.0,2.0,79.0,2.0,311.7103175
2.0,63.0,9.0,50.0,9.0,67.0,1.0,25.0,7.0,66.0,9.0,60.0,8.0,78.0,4.0,90.0,8.0,10.0,9.0,12.0,4.0,56.0,3.0,3.0,8.0,75.0,10.0,86.0,10.0,66.0,2.0,349.8571667
1.0,52.0,3.0,98.0,8.0,31.0,10.0,65.0,4.0,41.0,8.0,83.0,2.0,6.0,7.0,93.0,10.0,63.0,9.0,30.0,10.0,53.0,5.0,100.0,8.0,90.0,8.0,15.0,9.0,61.0,1.0,358.3787990000001
2.0,77.0,9.0,76.0,6.0,92.0,2.0,37.0,10.0,68.0,1.0,72.0,3.0,57.0,8.0,33.0,2.0,2.0,6.0,94.0,6.0,7.0,4.0,29.0,10.0,50.0,5.0,82.0,3.0,43.0,2.0,320.91520199999997
1.0,97.0,7.0,32.0,4.0,22.0,1.0,57.0,10.0,55.0,9.0,66.0,2.0,68.0,10.0,89.0,1.0,20.0,5.0,68.0,3.0,83.0,3.0,44.0,1.0,58.0,3.0,74.0,2.0,33.0,3.0,377.71843
1.0,34.0,4.0,54.0,8.0,39.0,9.0,55.0,4.0,12.0,8.0,45.0,1.0,73.0,5.0,70.0,7.0,55.0,1.0,9.0,9.0,87.0,8.0,55.0,5.0,25.0,9.0,36.0,7.0,61.0,2.0,398.66732399999995
2.0,35.0,4.0,50.0,8.0,60.0,8.0,55.0,7.0,75.0,5.0,92.0,6.0,57.0,4.0,69.0,1.0,4.0,4.0,37.0,10.0,67.0,2.0,95.0,3.0,90.0,2.0,43.0,8.0,47.0,8.0,347.1618225
2.0,14.0,2.0,87.0,3.0,43.0,5.0,96.0,7.0,79.0,4.0,90.0,5.0,73.0,9.0,99.0,8.0,29.0,9.0,33.0,9.0,90.0,2.0,68.0,10.0,55.0,10.0,54.0,10.0,11.0,2.0,355.61154930000004
2.0,43.0,9.0,22.0,5.0,1.0,8.0,95.0,4.0,99.0,7.0,56.0,2.0,55.0,4.0,94.0,6.0,88.0,1.0,53.0,4.0,79.0,3.0,10.0,6.0,44.0,3.0,18.0,2.0,87.0,7.0,282.69903029999995
1.0,77.0,4.0,55.0,2.0,73.0,5.0,31.0,5.0,98.0,4.0,100.0,9.0,74.0,3.0,22.0,8.0,23.0,6.0,35.0,2.0,70.0,5.0,92.0,4.0,10.0,9.0,84.0,7.0,60.0,2.0,396.04044910000005
1.0,8.0,3.0,96.0,2.0,35.0,9.0,58.0,6.0,87.0,2.0,22.0,10.0,99.0,7.0,12.0,5.0,96.0,5.0,6.0,4.0,39.0,9.0,57.0,10.0,92.0,2.0,53.0,8.0,97.0,10.0,414.4317433
1.0,56.0,8.0,41.0,1.0,94.0,4.0,76.0,10.0,52.0,2.0,69.0,7.0,62.0,2.0,54.0,1.0,3.0,7.0,20.0,4.0,31.0,6.0,31.0,1.0,99.0,9.0,58.0,6.0,25.0,6.0,400.3683229
2.0,57.0,1.0,6.0,4.0,56.0,5.0,47.0,8.0,17.0,8.0,96.0,4.0,6.0,9.0,54.0,7.0,68.0,7.0,7.0,2.0,25.0,9.0,89.0,6.0,62.0,6.0,1.0,9.0,74.0,8.0,274.6162147
2.0,13.0,3.0,93.0,8.0,59.0,1.0,94.0,9.0,21.0,7.0,24.0,5.0,67.0,9.0,76.0,3.0,65.0,1.0,33.0,8.0,11.0,9.0,5.0,7.0,40.0,9.0,95.0,1.0,72.0,8.0,292.2078587000001
2.0,18.0,9.0,60.0,2.0,48.0,2.0,6.0,5.0,8.0,8.0,24.0,1.0,26.0,8.0,24.0,2.0,69.0,9.0,36.0,3.0,5.0,3.0,32.0,6.0,64.0,3.0,66.0,7.0,97.0,9.0,321.99754329999996
1.0,20.0,4.0,76.0,7.0,56.0,1.0,42.0,2.0,35.0,2.0,60.0,10.0,60.0,4.0,32.0,9.0,53.0,1.0,1.0,1.0,17.0,8.0,57.0,10.0,65.0,9.0,11.0,6.0,38.0,1.0,363.2294651
1.0,71.0,10.0,37.0,2.0,34.0,9.0,64.0,5.0,21.0,9.0,59.0,8.0,88.0,1.0,35.0,8.0,50.0,2.0,89.0,2.0,4.0,3.0,29.0,8.0,46.0,3.0,73.0,5.0,5.0,2.0,398.2739818
1.0,76.0,7.0,60.0,8.0,31.0,4.0,29.0,5.0,12.0,10.0,79.0,10.0,68.0,6.0,3.0,1.0,3.0,10.0,71.0,1.0,66.0,4.0,82.0,6.0,30.0,2.0,96.0,5.0,50.0,4.0,380.55707349999994
2.0,88.0,1.0,8.0,10.0,31.0,3.0,39.0,2.0,71.0,5.0,46.0,10.0,97.0,6.0,84.0,9.0,77.0,7.0,63.0,3.0,20.0,7.0,99.0,2.0,28.0,7.0,97.0,2.0,91.0,2.0,316.4346449
